,pdb,emmap,source,q,clashscore,bond_outlier,angle_outlier,pucker_outlier,suite_outlier,avg_suitness,cc_volume,cc_mask,cc_peaks,tempy_mi,tempy_smoc
376,SARS_CoV_2-SL56_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.9.pdbFINISHED_1,SARS_CoV_2_SL56-7p83-flipped-cryosparc_P3_J1411_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56_eternafold_scores.csv,0.1716719076122316,0.22,0.0,0.0,0.0069444444444444,0.0689655172413793,0.796,0.5211,0.5046,0.4978,0.01493699032402,0.9171594738147768
377,SARS_CoV_2-SL56_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.1.pdbFINISHED_1,SARS_CoV_2_SL56-7p83-flipped-cryosparc_P3_J1411_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56_eternafold_scores.csv,0.1734147098243331,0.65,0.0,0.0,0.0069444444444444,0.096551724137931,0.773,0.523,0.5175,0.5037,0.0150793054296317,0.9171486101584966
378,SARS_CoV_2-SL56_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.4.pdbFINISHED_1,SARS_CoV_2_SL56-7p83-flipped-cryosparc_P3_J1411_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56_eternafold_scores.csv,0.1618061639557579,0.22,0.0,0.0,0.0069444444444444,0.0551724137931034,0.8,0.5045,0.4946,0.4839,0.0146432751806642,0.908217295182217
379,SARS_CoV_2-SL56_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.8.pdbFINISHED_1,SARS_CoV_2_SL56-7p83-flipped-cryosparc_P3_J1411_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56_eternafold_scores.csv,0.168957522446324,0.86,0.0,0.0,0.0069444444444444,0.0551724137931034,0.774,0.5159,0.5059,0.5002,0.0151907221331333,0.9155195604020612
380,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.10,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2192024825885978,4.71,0.0004679457182966,0.0002978850163836,0.006578947368421,0.130718954248366,0.769,0.6716,0.6845,0.6467,0.0095289043519069,0.9400033125088482
381,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.9,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2204618869029276,7.37,0.0,0.0,0.0197368421052631,0.1503267973856209,0.763,0.6792,0.692,0.6587,0.009492447058024,0.9423181936977314
382,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.8,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2170033078582434,8.19,0.0,0.0011915400655347,0.0263157894736842,0.1176470588235294,0.747,0.6713,0.6848,0.6503,0.0094282059765549,0.9379775844231238
383,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.6,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2117599152542373,6.76,0.0,0.0029788501638367,0.006578947368421,0.1503267973856209,0.769,0.668,0.6792,0.6446,0.009383402290457,0.9384250543217878
384,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.5,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2138988486902927,4.5,0.0,0.0005957700327673,0.006578947368421,0.130718954248366,0.751,0.6786,0.6895,0.6494,0.0095726884787273,0.9423196569265648
385,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.2,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.216632457935285,5.53,0.0,0.002680965147453,0.0328947368421052,0.1241830065359477,0.79,0.685,0.695,0.6597,0.0095745842233786,0.942387057534252
386,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.3,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2200617568567026,4.91,0.0,0.0,0.0197368421052631,0.1045751633986928,0.796,0.6632,0.6756,0.6352,0.0095724988120845,0.9375605885273992
387,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.4,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2199678277349769,8.8,0.0,0.0002978850163836,0.0131578947368421,0.0849673202614379,0.755,0.6697,0.6816,0.6439,0.0094714974808064,0.9399982534380662
388,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.7,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2172589442218798,4.71,0.0,0.0002978850163836,0.0197368421052631,0.1241830065359477,0.774,0.6628,0.6746,0.6347,0.0096432800449646,0.9394356604558288
389,SARS_CoV_2-SL56_5cext_SL5only_Sun_icSHAPE_all_models_all_fits_FINAL_R3.out.1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_SARS-CoV-2_SL56-5cext_icSHAPE_scores.csv,0.2229035744221879,6.35,0.0,0.002680965147453,0.006578947368421,0.1241830065359477,0.743,0.6944,0.7052,0.6692,0.0095226229551588,0.9441051087695226
390,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.10,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.2492084900662251,8.8,0.0,0.0054035798716649,0.044776119402985,0.1333333333333333,0.737,0.5127,0.4991,0.4868,0.0301875193073322,0.9197426140949256
391,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.8,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.2476971990240502,7.87,0.0,0.0013508949679162,0.0223880597014925,0.1407407407407407,0.761,0.5048,0.4898,0.4691,0.0301203701084852,0.915128610743246
392,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.9,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.2480971854304635,8.34,0.0005305039787798,0.0023640661938534,0.0298507462686567,0.1629629629629629,0.757,0.5059,0.4941,0.4872,0.0301829338522936,0.9213652510554512
393,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.7,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.2492772056465667,6.25,0.0,0.0010131712259371,0.0223880597014925,0.1481481481481481,0.753,0.5107,0.4942,0.4831,0.0300922869042884,0.91837707202255
394,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.1,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.252552181596375,6.95,0.0,0.0010131712259371,0.0223880597014925,0.1481481481481481,0.773,0.5078,0.4942,0.489,0.0302940052679155,0.9197239946826928
395,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.3,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.2498109180899267,6.95,0.0,0.0010131712259371,0.0298507462686567,0.1333333333333333,0.74,0.5074,0.4927,0.4815,0.0301538267921457,0.9200337469966966
396,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.2,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.2463887967933077,7.64,0.0,0.0033772374197906,0.0149253731343283,0.1925925925925926,0.774,0.522,0.5074,0.4935,0.0304005335513175,0.921000743731167
397,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.4,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.2535701073544789,8.34,0.0,0.0023640661938534,0.0223880597014925,0.1333333333333333,0.749,0.5166,0.5028,0.4886,0.0304540974401045,0.9186184462198288
398,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.6,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.246821531544092,8.57,0.0,0.0010131712259371,0.0373134328358208,0.1555555555555555,0.765,0.5073,0.4906,0.4794,0.0303128151588194,0.9162029204471868
399,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.5,MERS_con2-6p37-cryosparc_P1_J320_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf2_librarySHAPE_scores.csv,0.2450176382014639,9.03,0.0005305039787798,0.0013508949679162,0.0223880597014925,0.1407407407407407,0.758,0.5038,0.4894,0.478,0.030047580588168,0.918071571903786
400,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.10.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.2082851627118644,0.41,0.0,0.0,0.0,0.0588235294117647,0.847,0.6564,0.6695,0.6398,0.0098539460014027,0.9427012712375792
401,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.5.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.2074374181818182,0.2,0.0,0.0,0.0,0.0457516339869281,0.849,0.6765,0.6843,0.6575,0.0097988676942761,0.9463996724830444
402,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.7.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.209317608320493,0.41,0.0,0.0,0.006578947368421,0.065359477124183,0.817,0.6772,0.7004,0.665,0.009724011834012,0.9429957706904806
403,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.4.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.207538859476117,0.2,0.0,0.0,0.0,0.065359477124183,0.823,0.6548,0.6749,0.646,0.00976788320994,0.9444737084890592
404,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.1.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.2051877722650231,0.2,0.0,0.0,0.0,0.0457516339869281,0.822,0.6581,0.668,0.6389,0.0097353197491077,0.944831714120182
405,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.9.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.2081309630200307,0.2,0.0,0.0,0.0,0.0849673202614379,0.81,0.6717,0.678,0.6403,0.0097711404224004,0.9427053315236046
406,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.2.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.20554282403698,0.0,0.0,0.0,0.0,0.0522875816993464,0.831,0.7124,0.7341,0.6943,0.0097586478091237,0.9467154096232768
407,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.8.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.2112985454545454,0.61,0.0,0.0,0.0,0.0718954248366013,0.817,0.6306,0.6548,0.6269,0.0097817709014393,0.9432835456520126
408,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.6.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.2078307562403697,0.0,0.0,0.0,0.0,0.0522875816993464,0.826,0.6587,0.681,0.6521,0.0097339565674358,0.9477622652427216
409,SARS_CoV_2-SL56_5cext_SL5only_eternafold_all_models_all_fits_FINAL_R3.out.3.pdbFINISHED_1,SARS_CoV_2_SL56_5cext-9p07-cryosparc_P3_J1247_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_SARS-CoV-2_SL56-5cext_eternafold_scores.csv,0.2132239004622496,0.41,0.0,0.0,0.0,0.0392156862745098,0.841,0.6738,0.6776,0.6456,0.0098631156064883,0.9453097709801438
410,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.10,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.2421303558260869,6.25,0.0,0.0030395136778115,0.0298507462686567,0.1259259259259259,0.725,0.5133,0.5098,0.4812,0.1132889134707585,0.8872662762293771
411,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.4,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.243074348173913,4.86,0.0,0.0030395136778115,0.0149253731343283,0.1407407407407407,0.732,0.5196,0.5143,0.4903,0.1136874841715316,0.8901693888406239
412,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.2,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.2382388594782608,3.93,0.0,0.0,0.0223880597014925,0.1333333333333333,0.734,0.5158,0.5124,0.4842,0.1134929263672832,0.888969639883293
413,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.6,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.23840168,4.86,0.0,0.0,0.0298507462686567,0.1407407407407407,0.753,0.5098,0.5054,0.4819,0.1127330509267541,0.8899172661986215
414,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.1,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.2477830233043478,6.48,0.0,0.0047281323877068,0.0223880597014925,0.1111111111111111,0.744,0.5189,0.5159,0.488,0.114933406201961,0.891540823796623
415,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.5,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.2401496518260869,5.32,0.0,0.0070921985815602,0.0298507462686567,0.1259259259259259,0.747,0.5153,0.5105,0.4843,0.1147358838955298,0.8917106028107621
416,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.9,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.2408154083478261,6.01,0.0,0.0010131712259371,0.0298507462686567,0.1629629629629629,0.75,0.5072,0.5088,0.475,0.1136958091470912,0.8869016949032857
417,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.3,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.2420640845217391,6.25,0.0,0.0037149611617696,0.0298507462686567,0.1703703703703703,0.773,0.5092,0.5082,0.4896,0.1147770967237329,0.8908409768762361
418,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.8,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.2400522619130435,6.01,0.0,0.0,0.0223880597014925,0.1555555555555555,0.737,0.5087,0.5035,0.4758,0.1136915332536305,0.8893030049850275
419,BtCoV_HKU5_shape_all_models_all_fits_FINAL_R3.out.7,BtCoV_HKU5_con2-6p42-cryosparc_P2_J365_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_BtCoV-HKU5_conf2_librarySHAPE_scores.csv,0.2377146386086956,6.25,0.0,0.0,0.0223880597014925,0.1259259259259259,0.766,0.5137,0.5089,0.4763,0.1130113005557518,0.8830387101397926
420,MERS_DMS_all_models_all_fits_FINAL_R3.out.10.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2075199790867898,0.23,0.0,0.0,0.0074626865671641,0.0592592592592592,0.807,0.5064,0.52,0.4727,0.0326040552382371,0.9147173691580068
421,MERS_DMS_all_models_all_fits_FINAL_R3.out.5.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2077678490763332,0.23,0.0,0.0,0.0074626865671641,0.0962962962962963,0.809,0.4544,0.4302,0.4035,0.0326881271382589,0.9171712288803716
422,MERS_DMS_all_models_all_fits_FINAL_R3.out.6.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2070604280237016,0.46,0.0,0.0,0.0,0.0962962962962963,0.774,0.4629,0.4845,0.4473,0.0326293038607186,0.9152692390784496
423,MERS_DMS_all_models_all_fits_FINAL_R3.out.2.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2049011045660508,0.69,0.0,0.0,0.0,0.1037037037037037,0.777,0.4256,0.415,0.3888,0.0326019259432993,0.9158371629250688
424,MERS_DMS_all_models_all_fits_FINAL_R3.out.4.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2090965785988149,0.23,0.0,0.0,0.0,0.0814814814814814,0.771,0.4563,0.4287,0.4003,0.033292202470624,0.9170403669440628
425,MERS_DMS_all_models_all_fits_FINAL_R3.out.1.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2089158072499128,0.69,0.0,0.0,0.0074626865671641,0.0814814814814814,0.792,0.5104,0.5234,0.4765,0.0325907572433551,0.919358670665693
426,MERS_DMS_all_models_all_fits_FINAL_R3.out.9.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2078756246078773,0.23,0.0,0.0,0.0,0.0666666666666666,0.812,0.4326,0.4071,0.3809,0.0325150745077396,0.9126570695229614
427,MERS_DMS_all_models_all_fits_FINAL_R3.out.7.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2098258051585918,0.69,0.0,0.0,0.0074626865671641,0.1111111111111111,0.777,0.4764,0.4954,0.4525,0.0326123984361393,0.9147925643430116
428,MERS_DMS_all_models_all_fits_FINAL_R3.out.8.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2098671446497037,0.23,0.0,0.0,0.0,0.0518518518518518,0.814,0.4745,0.4915,0.4511,0.0329481983680495,0.9153940152907016
429,MERS_DMS_all_models_all_fits_FINAL_R3.out.3.pdbFINISHED_1,MERS_con1-6p89-cryosparc_P1_J318_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf1_libraryDMS_scores.csv,0.2103786713140467,0.23,0.0,0.0,0.0,0.0888888888888888,0.796,0.4484,0.4307,0.4051,0.0325420003065778,0.9182986957910872
430,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.10,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2308219452771,7.87,0.0,0.0047281323877068,0.0522388059701492,0.1703703703703703,0.792,0.4714,0.4474,0.4396,0.0311743571160925,0.9103884486890906
431,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.8,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2319752527012896,8.34,0.0,0.005741303613644,0.0522388059701492,0.2,0.757,0.4857,0.4546,0.4528,0.0309329605670813,0.9150762366718288
432,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.9,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2305647605437434,11.58,0.0,0.0037149611617696,0.0671641791044776,0.1555555555555555,0.756,0.4843,0.4589,0.4534,0.031045350800237,0.9140269463493922
433,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.7,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2331438501219937,10.19,0.0,0.000337723741979,0.0373134328358208,0.1777777777777777,0.716,0.4783,0.459,0.4627,0.0309176574248652,0.9181169814268598
434,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.1,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.232943535726734,12.97,0.0,0.0,0.044776119402985,0.1407407407407407,0.766,0.4734,0.4529,0.4499,0.0309943633067327,0.9139756010190851
435,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.3,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2333101327988846,8.34,0.0,0.0010131712259371,0.044776119402985,0.1333333333333333,0.765,0.4753,0.4542,0.4489,0.0308699661906622,0.91403785662713
436,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.2,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2352678856744509,11.81,0.0,0.0,0.0597014925373134,0.1777777777777777,0.766,0.4659,0.4484,0.4511,0.0307416898158,0.9157704060156572
437,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.4,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2328920718020216,9.5,0.0,0.000337723741979,0.0298507462686567,0.1555555555555555,0.723,0.4732,0.4527,0.4455,0.0308699406492564,0.9123619094498352
438,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.6,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2282527953990938,7.87,0.0,0.0027017899358324,0.044776119402985,0.1555555555555555,0.739,0.4705,0.4493,0.4438,0.0309620664526064,0.9083506310670114
439,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.5,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_only_MERS_conf3_librarySHAPE_scores.csv,0.2331342600209132,12.74,0.0,0.0,0.0373134328358208,0.1851851851851851,0.749,0.4782,0.4545,0.456,0.0307038428373872,0.9153483977638744
440,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.10.pdbFINISHED_1,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf3_librarySHAPE_scores.csv,0.2201092004182642,0.23,0.0,0.0,0.0074626865671641,0.0518518518518518,0.835,0.4479,0.4213,0.4095,0.0316693881474972,0.902538573114606
441,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.4.pdbFINISHED_1,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf3_librarySHAPE_scores.csv,0.2209232415475775,0.23,0.0,0.0,0.0074626865671641,0.0962962962962963,0.809,0.4454,0.4171,0.413,0.0316148290267459,0.9067433455645588
442,MERS_SHAPE_all_models_all_fits_FINAL_R3.out.3.pdbFINISHED_1,MERS_con3-6p44-cryosparc_P1_J323_map_sharp.mrc,../analysis/map_to_model/auto-drrafter_erraser_MERS_conf3_librarySHAPE_scores.csv,0.2233322181944928,0.69,0.0,0.0,0.0074626865671641,0.074074074074074,0.807,0.4704,0.4787,0.4667,0.0317755320675615,0.911131879787742
